loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,chargeoff_within_12_mths,pub_rec_bankruptcies,tax_liens,revol_util_missing,loan_to_income,installment_ratio,credit_age_years,loan_duration_days,high_dti_flag,high_interest_flag,target_default
14400,14400, 36 months,8.9,457.25,A,A5,Model Metrics,< 1 year,OWN,150000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,146xx,NY,14.85,0,1994-12-01,0,0.0,0.0,12,0,63864,55.0,38,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.096,0.0030483333333333335,17.01095890410959,1127.0,0,0,0
12000,12000, 36 months,14.65,413.94,C,C3,Boro of Butler,10+ years,RENT,90000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,074xx,NJ,16.56,0,1984-12-01,2,40.0,0.0,12,0,17116,78.5,36,2012-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.13333333333333333,0.004599333333333333,27.016438356164382,183.0,0,0,0
11000,11000, 36 months,13.49,373.24,C,C1,TX Army National Guard,10+ years,MORTGAGE,48000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,786xx,TX,21.82,0,1999-12-01,3,74.0,0.0,15,0,11382,65.0,29,2014-10-01,2014-10-01,0.0,0.0,0.0,0.0,0,0.22916666666666666,0.007775833333333333,12.008219178082191,1035.0,1,0,0
7250,7200, 60 months,21.67,197.51,F,F3,Cross Country Travel Corp,< 1 year,RENT,75000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,937xx,CA,24.82,0,2000-05-01,2,0.0,97.0,9,1,21706,91.2,19,2012-09-01,2016-04-01,0.0,0.0,1.0,0.0,0,0.09666666666666666,0.0026334666666666664,11.591780821917808,275.0,1,1,0
15000,15000, 36 months,7.9,469.36,A,A4,Segovia's Transportion Inc.,1 year,MORTGAGE,52000.0,Not Verified,2011-12-01,Fully Paid,small_business,799xx,TX,9.65,0,2003-11-01,1,0.0,0.0,11,0,1616,6.7,29,2012-08-01,2014-03-01,0.0,0.0,0.0,0.0,0,0.28846153846153844,0.009026153846153847,8.087671232876712,244.0,0,0,0
18000,18000, 60 months,19.91,475.99,E,E4,AVMED HEALTH PLANS,10+ years,MORTGAGE,65000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,331xx,FL,6.81,0,1989-06-01,0,25.0,0.0,10,0,11745,77.8,40,2014-10-01,2014-10-01,0.0,0.0,0.0,0.0,0,0.27692307692307694,0.007322923076923077,22.515068493150686,1035.0,0,1,0
35000,22075, 60 months,17.27,551.84,D,D3,tutor Per ini Corporation,3 years,MORTGAGE,150000.0,Verified,2011-12-01,Fully Paid,home_improvement,115xx,NY,7.51,0,2003-06-01,1,35.0,0.0,11,0,7334,53.3,31,2014-02-01,2014-02-01,0.0,0.0,0.0,0.0,0,0.23333333333333334,0.0036789333333333337,8.506849315068493,793.0,0,1,0
10000,10000, 36 months,14.27,343.09,C,C2,SAP,2 years,RENT,68000.0,Source Verified,2011-12-01,Fully Paid,credit_card,191xx,PA,15.39,0,2006-07-01,1,0.0,0.0,9,0,11303,81.3,15,2012-07-01,2013-02-01,0.0,0.0,0.0,0.0,0,0.14705882352941177,0.005045441176470588,5.421917808219178,213.0,0,0,0
11800,11800, 36 months,12.69,395.83,B,B5,Koi Restaurant,6 years,RENT,42000.0,Source Verified,2011-12-01,Fully Paid,credit_card,114xx,NY,9.86,0,1996-10-01,0,0.0,0.0,4,0,8940,74.8,13,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.28095238095238095,0.00942452380952381,15.175342465753424,1127.0,0,0,0
4500,4500, 36 months,6.03,136.96,A,A1,CaseStack,4 years,RENT,53000.0,Source Verified,2011-12-01,Fully Paid,major_purchase,908xx,CA,4.44,0,2000-10-01,0,0.0,0.0,7,0,8630,13.9,17,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.08490566037735849,0.0025841509433962265,11.172602739726027,1127.0,0,0,0
7000,7000, 36 months,12.69,234.82,B,B5,Bellflower convalecent hospital,10+ years,RENT,35000.0,Source Verified,2011-12-01,Fully Paid,credit_card,902xx,CA,11.35,0,2000-05-01,2,53.0,0.0,10,0,7649,82.3,26,2015-01-01,2015-11-01,0.0,0.0,0.0,0.0,0,0.2,0.006709142857142857,11.591780821917808,1127.0,0,0,0
9200,9200, 36 months,12.42,307.43,B,B4,Kaiser Permanente,2 years,RENT,60000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,902xx,CA,19.96,0,2002-10-01,3,0.0,0.0,8,0,23299,78.7,19,2013-07-01,2014-07-01,0.0,0.0,0.0,0.0,0,0.15333333333333332,0.0051238333333333335,9.172602739726027,578.0,0,0,0
14000,14000, 60 months,17.27,349.98,D,D3,community colleges of spokane,4 years,RENT,28000.0,Verified,2011-12-01,Current,other,992xx,WA,6.34,0,2005-07-01,2,0.0,0.0,5,0,6986,79.4,10,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.5,0.012499285714285715,6.421917808219178,1613.0,0,1,0
4500,4500, 60 months,10.65,97.06,B,B2,barnes distribution,< 1 year,MORTGAGE,42000.0,Source Verified,2011-12-01,Fully Paid,car,750xx,TX,5.4,0,1983-02-01,0,0.0,0.0,4,0,8220,78.3,9,2012-12-01,2012-12-01,0.0,0.0,0.0,0.0,0,0.10714285714285714,0.002310952380952381,28.84931506849315,366.0,0,0,0
12000,12000, 36 months,16.29,423.61,D,D1,Phoenix Newspapers Inc.,9 years,RENT,88365.0,Verified,2011-12-01,Fully Paid,debt_consolidation,852xx,AZ,16.85,0,1996-10-01,0,0.0,0.0,6,0,22936,96.4,15,2013-11-01,2015-09-01,0.0,0.0,0.0,0.0,0,0.135800373451027,0.004793866349799129,15.175342465753424,701.0,0,1,0
12000,12000, 36 months,13.49,407.17,C,C1,LITHIA MOTORS,4 years,RENT,72000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,937xx,CA,21.33,0,2003-05-01,1,0.0,0.0,11,0,3419,27.6,19,2014-04-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.005655138888888889,8.591780821917808,852.0,1,0,0
12000,12000, 36 months,10.65,390.88,B,B2,Insight Global,< 1 year,RENT,62000.0,Verified,2011-12-01,Fully Paid,credit_card,750xx,TX,23.94,0,2002-06-01,0,0.0,0.0,10,0,20310,78.4,51,2012-09-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.1935483870967742,0.0063045161290322576,9.506849315068493,275.0,1,0,0
7000,7000, 36 months,10.65,228.02,B,B2,Winghouse Corporation,3 years,MORTGAGE,43680.0,Not Verified,2011-12-01,Fully Paid,credit_card,559xx,MN,5.38,0,2000-10-01,0,39.0,0.0,7,0,6245,78.1,11,2013-02-01,2013-02-01,0.0,0.0,0.0,0.0,0,0.16025641025641027,0.0052202380952380955,11.172602739726027,428.0,0,0,0
8200,8200, 60 months,19.42,214.62,E,E3,Claret Wine Bar,3 years,RENT,120000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,104xx,NY,2.8,0,2007-06-01,2,0.0,0.0,5,0,10392,88.4,6,2014-12-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.06833333333333333,0.0017885,4.504109589041096,1096.0,0,1,0
10500,10500, 36 months,12.69,352.23,B,B5,O'Connor,10+ years,RENT,66000.0,Verified,2011-12-01,Fully Paid,medical,950xx,CA,20.73,1,1998-09-01,2,10.0,0.0,8,0,5790,51.2,26,2012-10-01,2012-10-01,0.0,0.0,0.0,0.0,0,0.1590909090909091,0.005336818181818182,13.257534246575343,305.0,1,0,0
7000,7000, 36 months,11.71,231.54,B,B3,Harris,4 years,OWN,39120.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,329xx,FL,21.01,0,1996-12-01,0,26.0,33.0,8,1,9414,52.4,26,2013-06-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.17893660531697342,0.005918711656441718,15.008219178082191,548.0,1,0,0
15300,15300, 60 months,22.06,423.1,F,F4,OSSI,6 years,RENT,85000.0,Verified,2011-12-01,Current,credit_card,226xx,VA,20.58,0,1984-02-01,2,56.0,0.0,14,0,26524,89.7,27,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.18,0.004977647058823529,27.84931506849315,1613.0,1,1,0
20000,12800, 60 months,11.71,282.86,B,B3,NCS Technologies,4 years,MORTGAGE,47800.0,Verified,2011-12-01,Fully Paid,debt_consolidation,226xx,VA,10.04,0,2001-11-01,0,0.0,0.0,15,0,16447,46.3,27,2013-11-01,2013-11-01,0.0,0.0,0.0,0.0,0,0.41841004184100417,0.005917573221757322,10.087671232876712,701.0,0,0,0
17500,17500, 60 months,17.27,437.47,D,D3,Travelers Insurance,7 years,MORTGAGE,45000.0,Not Verified,2011-12-01,Charged Off,credit_card,992xx,WA,21.31,0,2002-09-01,2,0.0,0.0,13,0,20129,86.1,26,2013-04-01,2015-12-01,0.0,0.0,0.0,0.0,0,0.3888888888888889,0.009721555555555556,9.254794520547945,487.0,1,1,1
3500,3500, 36 months,6.03,106.53,A,A1,J&J Steel Inc,10+ years,MORTGAGE,83000.0,Verified,2011-12-01,Fully Paid,car,614xx,IL,2.31,0,1986-01-01,0,35.0,0.0,6,0,3092,13.4,28,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.04216867469879518,0.0012834939759036146,25.931506849315067,1127.0,0,0,0
6000,6000, 60 months,12.69,135.57,B,B5,Anadarko Petroleum Corporation,< 1 year,RENT,81000.0,Source Verified,2011-12-01,Current,major_purchase,802xx,CO,13.66,1,2004-11-01,0,20.0,0.0,6,0,15102,50.0,17,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.07407407407407407,0.0016737037037037037,7.0849315068493155,1613.0,0,0,0
6200,6200, 36 months,9.91,199.8,B,B1,Sunrise Senior Living,2 years,RENT,25000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,902xx,CA,20.64,0,1998-05-01,2,0.0,0.0,7,0,6533,47.7,12,2012-12-01,2013-05-01,0.0,0.0,0.0,0.0,0,0.248,0.007992,13.594520547945205,366.0,1,0,1
16000,16000, 60 months,17.58,402.65,D,D4,Menards,7 years,RENT,65000.0,Not Verified,2011-12-01,Current,debt_consolidation,672xx,KS,15.56,0,1996-10-01,0,0.0,0.0,8,0,21166,87.1,16,2016-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.24615384615384617,0.006194615384615384,15.175342465753424,1613.0,0,1,0
6000,6000, 36 months,8.9,190.52,A,A5,A Touch Of Italy,8 years,OWN,28800.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,083xx,NJ,13.17,0,2005-07-01,0,0.0,0.0,11,0,5269,36.8,13,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20833333333333334,0.006615277777777778,6.421917808219178,1127.0,0,0,0
7200,7200, 36 months,9.91,232.02,B,B1,New York Living Solutions,6 years,RENT,135000.0,Not Verified,2011-12-01,Fully Paid,credit_card,100xx,NY,6.12,0,1997-01-01,0,0.0,0.0,7,0,16627,79.6,18,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.05333333333333334,0.0017186666666666667,14.923287671232877,1127.0,0,0,0
9500,9500, 36 months,8.9,301.66,A,A5,Natex Architects,7 years,MORTGAGE,50000.0,Not Verified,2011-12-01,Fully Paid,credit_card,770xx,TX,8.18,0,2005-06-01,0,0.0,0.0,8,0,13422,60.5,13,2013-07-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.19,0.006033200000000001,6.504109589041096,578.0,0,0,0
18825,18825, 60 months,16.77,465.53,D,D2,Texas Health & Human Services Commission,10+ years,RENT,38000.0,Verified,2011-12-01,Charged Off,debt_consolidation,787xx,TX,23.18,0,2004-12-01,0,0.0,0.0,6,0,11004,79.7,7,2014-09-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.4953947368421053,0.01225078947368421,7.002739726027397,1005.0,1,1,1
24000,24000, 36 months,10.65,781.76,B,B2,City of Newport Beach,10+ years,RENT,45000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,926xx,CA,14.8,0,1990-02-01,0,0.0,0.0,5,0,24708,55.2,9,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.5333333333333333,0.017372444444444444,21.843835616438355,1127.0,0,0,0
6000,6000, 36 months,13.49,203.59,C,C1,Becker Construction Corporation,10+ years,RENT,80000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,931xx,CA,11.58,0,2002-02-01,0,0.0,0.0,8,0,15499,83.8,16,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.075,0.002544875,9.835616438356164,1127.0,0,0,0
6000,6000, 36 months,13.49,203.59,C,C1,Edward Jones,5 years,RENT,50000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,860xx,AZ,15.38,0,2004-03-01,1,0.0,0.0,6,0,15191,91.5,7,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.12,0.0040718,7.756164383561644,1127.0,0,0,0
2100,2100, 36 months,12.42,70.18,B,B4,Monroe Dispat,10+ years,MORTGAGE,30000.0,Not Verified,2011-12-01,Fully Paid,vacation,712xx,LA,19.72,0,1995-07-01,1,0.0,0.0,12,0,12183,82.9,26,2014-12-01,2014-11-01,0.0,0.0,0.0,0.0,0,0.07,0.0023393333333333335,16.43013698630137,1096.0,0,0,0
5500,5500, 36 months,6.62,168.88,A,A2,Unknown,8 years,MORTGAGE,110000.0,Verified,2011-12-01,Fully Paid,small_business,060xx,CT,9.69,0,1994-08-01,0,0.0,0.0,7,0,14136,21.9,26,2015-01-01,2014-12-01,0.0,0.0,0.0,0.0,0,0.05,0.0015352727272727271,17.345205479452055,1127.0,0,0,0
11000,11000, 36 months,6.62,337.75,A,A2,East Baton Rouge Parish School System,8 years,OWN,45608.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,707xx,LA,20.5,0,1992-06-01,0,0.0,0.0,7,0,10677,58.7,11,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.24118575688475705,0.007405499035256972,19.512328767123286,1127.0,1,0,0
26800,26800, 60 months,20.89,723.38,F,F1,charlotte regional medical center,3 years,MORTGAGE,120000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,342xx,FL,12.15,0,2006-05-01,0,0.0,0.0,13,0,14772,48.0,18,2013-03-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.22333333333333333,0.006028166666666667,5.589041095890411,456.0,0,1,0
8000,8000, 36 months,12.69,268.36,B,B5,OPW Fuel Management Systems,5 years,MORTGAGE,35000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,604xx,IL,10.05,0,2002-10-01,0,0.0,0.0,7,0,6842,97.7,18,2013-03-01,2015-06-01,0.0,0.0,0.0,0.0,0,0.22857142857142856,0.0076674285714285716,9.172602739726027,456.0,0,0,0
10000,10000, 36 months,18.25,362.78,D,D5,Gucci Group/ Yves Saint Laurent,1 year,RENT,75000.0,Source Verified,2011-12-01,Charged Off,credit_card,900xx,CA,24.14,0,1997-03-01,0,77.0,0.0,9,0,22828,96.3,26,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.13333333333333333,0.004837066666666666,14.761643835616438,1127.0,1,1,1
8000,8000, 36 months,11.71,264.61,B,B3,Wal-Mart,9 years,MORTGAGE,35000.0,Verified,2011-12-01,Fully Paid,credit_card,895xx,NV,9.7,0,2006-04-01,0,0.0,0.0,7,0,6142,46.5,8,2014-05-01,2014-04-01,0.0,0.0,0.0,0.0,0,0.22857142857142856,0.007560285714285715,5.671232876712328,882.0,0,0,0
10000,10000, 36 months,8.9,317.54,A,A5,Renal Support Network,6 years,RENT,24000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,900xx,CA,7.0,0,2000-01-01,0,28.0,0.0,6,0,6734,49.5,21,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0,0.4166666666666667,0.013230833333333334,11.923287671232877,456.0,0,0,0
12000,12000, 36 months,11.71,396.92,B,B3,"Avon Protection Systems, Inc.",2 years,MORTGAGE,126000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,430xx,OH,13.32,0,1990-04-01,0,74.0,0.0,17,0,32711,54.1,38,2014-05-01,2016-04-01,0.0,0.0,0.0,0.0,0,0.09523809523809523,0.0031501587301587305,21.682191780821917,882.0,0,0,0
10000,10000, 36 months,7.9,312.91,A,A4,RAM DME,1 year,RENT,43000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,919xx,CA,25.26,0,2003-06-01,0,0.0,0.0,8,0,8215,37.2,16,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.23255813953488372,0.007276976744186047,8.506849315068493,1127.0,1,0,0
12000,12000, 36 months,9.91,386.7,B,B1,samuraisushi restaurant,1 year,RENT,50000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,926xx,CA,16.44,0,2000-01-01,1,0.0,0.0,11,0,14335,29.3,25,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.24,0.0077339999999999996,11.923287671232877,1127.0,0,0,0
25000,25000, 60 months,13.49,575.12,C,C1,Midnight,10+ years,MORTGAGE,67000.0,Verified,2011-12-01,Charged Off,credit_card,996xx,AK,14.15,0,1999-08-01,0,28.0,0.0,6,0,15319,91.2,21,2015-03-01,2015-07-01,0.0,0.0,0.0,0.0,0,0.373134328358209,0.008583880597014926,12.342465753424657,1186.0,0,0,1
19750,19750, 36 months,10.65,643.33,B,B2,"PACIFIC WOOD LAMINATES, INC.",4 years,RENT,45000.0,Verified,2011-12-01,Charged Off,debt_consolidation,974xx,OR,22.8,0,2000-09-01,0,56.0,0.0,12,0,16576,54.2,28,2013-09-01,2013-11-01,0.0,0.0,0.0,0.0,0,0.4388888888888889,0.014296222222222222,11.254794520547945,640.0,1,0,1
10000,10000, 36 months,9.91,322.25,B,B1,Albert Einstein College of Medicine,3 years,RENT,31200.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,104xx,NY,14.81,0,2005-10-01,0,0.0,0.0,13,0,5540,27.0,19,2013-01-01,2015-03-01,0.0,0.0,0.0,0.0,0,0.32051282051282054,0.01032852564102564,6.16986301369863,397.0,0,0,0
13650,13650, 36 months,12.42,456.12,B,B4,MWH Americas,4 years,RENT,66000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,891xx,NV,24.09,0,2001-02-01,0,74.0,0.0,11,0,8933,56.5,34,2013-12-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20681818181818182,0.006910909090909091,10.835616438356164,731.0,1,0,0
28000,11800, 60 months,19.91,312.04,E,E4,American Airlines,10+ years,RENT,52000.0,Verified,2011-12-01,Charged Off,debt_consolidation,752xx,TX,20.7,0,1988-12-01,0,0.0,0.0,10,0,29178,87.6,16,2014-06-01,2014-09-01,0.0,0.0,0.0,0.0,0,0.5384615384615384,0.006000769230769231,23.013698630136986,913.0,1,1,1
18000,18000, 36 months,7.9,563.23,A,A4,United States Air Force,10+ years,RENT,56964.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,935xx,CA,27.55,0,1999-02-01,0,0.0,0.0,7,0,17381,76.6,20,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.31598904571308195,0.009887472789832175,12.838356164383562,1127.0,1,0,0
2500,2500, 36 months,14.27,85.78,C,C2,United states air force,7 years,RENT,49500.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,325xx,FL,10.33,0,2004-11-01,1,52.0,0.0,7,0,9868,37.7,20,2012-02-01,2012-02-01,0.0,0.0,0.0,0.0,0,0.050505050505050504,0.001732929292929293,7.0849315068493155,62.0,0,0,0
21000,21000, 60 months,20.3,559.89,E,E5,King Soopers (Kroger Co),10+ years,RENT,70000.0,Verified,2011-12-01,Fully Paid,credit_card,801xx,CO,23.21,0,1991-12-01,2,0.0,0.0,17,0,12508,70.7,25,2013-08-01,2016-02-01,0.0,0.0,0.0,0.0,0,0.3,0.007998428571428571,20.013698630136986,609.0,1,1,0
35000,35000, 36 months,8.9,1111.37,A,A5,City of Los Angeles,6 years,MORTGAGE,125000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,928xx,CA,22.71,0,2000-08-01,0,0.0,0.0,8,0,9051,34.8,32,2015-01-01,2016-03-01,0.0,0.0,0.0,0.0,0,0.28,0.00889096,11.33972602739726,1127.0,1,0,0
10000,10000, 36 months,7.51,311.11,A,A3,Malvern School of Medford,3 years,RENT,33000.0,Not Verified,2011-12-01,Fully Paid,credit_card,080xx,NJ,9.75,0,2004-10-01,1,0.0,0.0,9,0,68,0.6,19,2013-12-01,2013-11-01,0.0,0.0,0.0,0.0,0,0.30303030303030304,0.009427575757575758,7.16986301369863,731.0,0,0,0
7000,7000, 36 months,12.69,234.82,B,B5,Best Buy,< 1 year,RENT,30000.0,Source Verified,2011-12-01,Fully Paid,credit_card,233xx,VA,15.8,0,2004-08-01,2,0.0,0.0,7,0,15455,47.6,11,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.23333333333333334,0.007827333333333334,7.336986301369863,1127.0,0,0,0
24000,24000, 36 months,15.96,843.3,C,C5,lafidale inc,8 years,MORTGAGE,90000.0,Source Verified,2011-12-01,Charged Off,home_improvement,927xx,CA,9.17,0,1995-06-01,1,0.0,0.0,9,0,30952,71.2,23,2012-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.26666666666666666,0.00937,16.512328767123286,244.0,0,1,1
10625,10625, 36 months,7.51,330.56,A,A3,Dennis Alleman DMD,5 years,MORTGAGE,23000.0,Not Verified,2011-12-01,Fully Paid,medical,970xx,OR,18.89,0,2005-02-01,1,0.0,0.0,9,0,7114,43.4,21,2014-06-01,2015-10-01,0.0,0.0,0.0,0.0,0,0.46195652173913043,0.014372173913043478,6.832876712328767,913.0,0,0,0
5000,5000, 36 months,14.65,172.48,C,C3,Military,2 years,RENT,24000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,150xx,PA,18.3,0,2005-11-01,2,24.0,0.0,5,0,2429,33.3,9,2013-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.20833333333333334,0.007186666666666666,6.0849315068493155,397.0,0,0,0
8850,8850, 36 months,6.62,271.73,A,A2,Carroll County Public Schools,10+ years,RENT,62000.0,Source Verified,2011-12-01,Fully Paid,credit_card,211xx,MD,17.71,0,1998-09-01,0,0.0,0.0,7,0,9466,35.9,19,2015-01-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.14274193548387096,0.004382741935483872,13.257534246575343,1127.0,0,0,0
6375,6375, 36 months,7.51,198.34,A,A3,Dental TLC,4 years,RENT,44000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,303xx,GA,4.8,0,2000-11-01,0,0.0,0.0,7,0,6324,58.0,11,2012-12-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.14488636363636365,0.004507727272727273,11.087671232876712,366.0,0,0,0
6000,6000, 36 months,11.71,198.46,B,B3,Infosys Technologies Ltd.,1 year,RENT,90000.0,Not Verified,2011-12-01,Fully Paid,credit_card,070xx,NJ,2.97,1,2007-05-01,0,16.0,0.0,10,0,8489,56.6,23,2014-03-01,2014-03-01,0.0,0.0,0.0,0.0,0,0.06666666666666667,0.0022051111111111112,4.589041095890411,821.0,0,0,0
11100,11100, 36 months,6.62,340.82,A,A2,Aetna ,10+ years,RENT,41000.0,Verified,2011-12-01,Charged Off,credit_card,194xx,PA,29.85,0,1991-01-01,1,0.0,0.0,8,0,17518,62.3,18,2013-11-01,2014-03-01,0.0,0.0,0.0,0.0,0,0.2707317073170732,0.008312682926829268,20.92876712328767,701.0,1,0,1
10000,10000, 60 months,12.69,225.95,B,B5,Barnes and Noble,2 years,MORTGAGE,56000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,923xx,CA,10.82,0,2000-04-01,1,0.0,0.0,11,0,10081,31.2,18,2014-10-01,2014-09-01,0.0,0.0,0.0,0.0,0,0.17857142857142858,0.004034821428571428,11.673972602739726,1035.0,0,0,0
6200,6200, 36 months,6.03,188.71,A,A1,WV State Tax Department,5 years,MORTGAGE,26500.0,Not Verified,2011-12-01,Fully Paid,small_business,263xx,WV,18.2,0,2000-06-01,0,0.0,0.0,6,0,2982,16.0,18,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.2339622641509434,0.007121132075471699,11.506849315068493,1127.0,0,0,0
15000,15000, 36 months,18.64,547.12,E,E1,Norfolk Southern ,1 year,RENT,54000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,300xx,GA,19.69,0,2006-08-01,2,0.0,0.0,9,0,15183,90.3,12,2014-05-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.2777777777777778,0.010131851851851852,5.336986301369863,882.0,0,1,0
4200,4200, 36 months,11.71,138.92,B,B3,Search for Common Ground,2 years,RENT,53000.0,Not Verified,2011-12-01,Fully Paid,other,403xx,MD,16.91,0,2002-12-01,0,60.0,0.0,15,0,8336,79.7,22,2015-01-01,2015-06-01,0.0,0.0,0.0,0.0,0,0.07924528301886792,0.002621132075471698,9.005479452054795,1127.0,0,0,0
14000,14000, 36 months,14.27,480.33,C,C2,Kazork,4 years,RENT,52800.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,919xx,CA,7.36,0,2005-02-01,1,0.0,0.0,9,0,13378,70.8,14,2012-04-01,2012-04-01,0.0,0.0,0.0,0.0,0,0.26515151515151514,0.00909715909090909,6.832876712328767,122.0,0,0,0
8875,8875, 36 months,7.51,276.11,A,A3,Ashbrook Village Senior Community,1 year,MORTGAGE,38000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,301xx,GA,23.53,0,1993-06-01,1,0.0,0.0,13,0,19056,62.1,27,2013-09-01,2013-09-01,0.0,0.0,0.0,0.0,0,0.23355263157894737,0.007266052631578947,18.512328767123286,640.0,1,0,0
13500,13500, 36 months,9.91,435.04,B,B1,Bank of the West,7 years,RENT,38000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,917xx,CA,12.38,0,1997-05-01,1,0.0,0.0,3,0,16023,67.3,7,2015-01-01,2015-01-01,0.0,0.0,0.0,0.0,0,0.35526315789473684,0.01144842105263158,14.594520547945205,1127.0,0,0,0
12000,12000, 36 months,9.91,386.7,B,B1,Luxottica Retail,2 years,RENT,42000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,553xx,MN,7.83,0,2006-06-01,2,0.0,0.0,8,0,9749,65.4,16,2014-05-01,2015-10-01,0.0,0.0,0.0,0.0,0,0.2857142857142857,0.009207142857142856,5.504109589041096,882.0,0,0,1
16000,16000, 60 months,19.91,423.11,E,E4,Energy Northwest,4 years,RENT,55000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,993xx,WA,15.8,0,2004-02-01,0,54.0,0.0,8,0,7743,72.4,19,2014-05-01,2014-05-01,0.0,0.0,0.0,0.0,0,0.2909090909090909,0.007692909090909091,7.835616438356165,882.0,0,1,0
21600,21600, 60 months,19.42,565.32,E,E3,State of Georgia/United States Air Force,8 years,MORTGAGE,60000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,312xx,GA,16.74,1,1990-12-01,0,23.0,0.0,6,0,13354,78.1,21,2013-08-01,2016-05-01,0.0,0.0,0.0,0.0,0,0.36,0.009422000000000002,21.013698630136986,609.0,0,1,0
